X,Y,Object Type,Radius,Width,Height,Theta,HP,R,G,B
1340,3217,3,90,0,0,0,-1000,61,94,0
1340,3217,3,70,0,0,0,-1000,84,130,0
1340,3217,3,50,0,0,0,-1000,98,151,0
1435,2876,3,70,0,0,0,-1000,61,94,0
1435,2876,3,55,0,0,0,-1000,84,130,0
1435,2876,3,35,0,0,0,-1000,98,151,0
1620,2173,3,70,0,0,0,-1000,61,94,0
1620,2173,3,55,0,0,0,-1000,84,130,0
1620,2173,3,35,0,0,0,-1000,98,151,0
1550,1901,3,85,0,0,0,-1000,61,94,0
1550,1901,3,65,0,0,0,-1000,84,130,0
1550,1901,3,45,0,0,0,-1000,98,151,0
2786,1543,3,85,0,0,0,-1000,61,94,0
2786,1543,3,65,0,0,0,-1000,84,130,0
2786,1543,3,45,0,0,0,-1000,98,151,0
3371,1701,3,85,0,0,0,-1000,61,94,0
3371,1701,3,65,0,0,0,-1000,84,130,0
3371,1701,3,45,0,0,0,-1000,98,151,0
3579,1534,3,40,0,0,0,-1000,61,94,0
3579,1534,3,25,0,0,0,-1000,84,130,0
570,3010,3,90,0,0,0,-1000,61,94,0
570,3010,3,70,0,0,0,-1000,84,130,0
570,3010,3,50,0,0,0,-1000,98,151,0
210,2430,3,85,0,0,0,-1000,61,94,0
210,2430,3,65,0,0,0,-1000,84,130,0
210,2430,3,45,0,0,0,-1000,98,151,0
2482.93,321.21,4,0,84.853,20,2.356,-1000,179,255,42
2437.07,321.21,4,0,84.853,20,0.785,-1000,179,255,42
2460,390,4,0,111.72,20,2.356,-1000,179,255,42
2482.93,458.79,4,0,84.853,20,0.785,-1000,179,255,42
2437.07,458.79,4,0,84.853,20,2.356,-1000,179,255,42
2620,395,4,0,160,21,1.92,-1000,179,255,42
2720,395,4,0,160,21,1.22,-1000,179,255,42
2891,415,4,0,170,18,1.57,-1000,179,255,42
2965,415,4,0,170,18,2.01,-1000,179,255,42
3060,390,4,0,180.28,25,1.91,-1000,179,255,42
3120,390,4,0,180.28,25,1.23,-1000,179,255,42
3420,390,4,0,180.28,25,1.91,-1000,179,255,42
3480,390,4,0,180.28,25,1.23,-1000,179,255,42
435,260,1,25,0,0,0,-1000,100,60,11
1060,200,1,23,0,0,0,-1000,100,60,11
1070,450,1,35,0,0,0,-1000,100,60,11
1300,670,1,35,0,0,0,-1000,100,60,11
200,460,1,25,0,0,0,-1000,100,60,11
630,450,1,27,0,0,0,-1000,100,60,11
550,543,1,29,0,0,0,-1000,100,60,11
670,560,1,20,0,0,0,-1000,100,60,11
329,846,1,34,0,0,0,-1000,100,60,11
621,883,1,21,0,0,0,-1000,100,60,11
925,990,1,34,0,0,0,-1000,100,60,11
1540,1054,1,38,0,0,0,-1000,100,60,11
167,1403,1,29,0,0,0,-1000,100,60,11
589,1476,1,29,0,0,0,-1000,100,60,11
1650,1590,1,27,0,0,0,-1000,100,60,11
2130,1950,1,60,0,0,0,-1000,100,60,11
1173,1783,1,24,0,0,0,-1000,100,60,11
2261,1563,1,30,0,0,0,-1000,100,60,11
990,690,1,32,0,0,0,-1000,100,60,11
1830,390,1,28,0,0,0,-1000,100,60,11
1770,570,1,33,0,0,0,-1000,100,60,11
1950,510,1,36,0,0,0,-1000,100,60,11
1973,1121,1,35,0,0,0,-1000,100,60,11
450,1170,1,28,0,0,0,-1000,100,60,11
1530,210,1,32,0,0,0,-1000,100,60,11
2910,330,1,40,0,0,0,-1000,100,100,100
2670,450,1,30,0,0,0,-1000,100,100,100
2173,378,1,27,0,0,0,-1000,151,151,151
3451,681,1,32,0,0,0,-1000,151,151,151
2583,2927,1,70,0,0,0,-1000,100,100,100
2188,2674,1,26,0,0,0,-1000,151,151,151
373,2539,1,19,0,0,0,-1000,151,151,151
256,2873,1,14,0,0,0,-1000,100,100,100
2494,1248,1,27,0,0,0,-1000,151,151,151
814,2256,1,45,0,0,0,-1000,151,151,151
1111,3345,1,34,0,0,0,-1000,100,100,100
3400,2640,1,130,0,0,0,-1000,100,100,100
3440,2670,1,34,0,0,0,-1000,151,151,151
1320,2500,1,100,0,0,0,-1000,100,100,100
1340,2525,1,35,0,0,0,-1000,151,151,151
2490,1250,1,50,0,0,0,-1000,151,151,151
2970,190,1,40,0,0,0,-1000,100,100,100
3397,3513,2,0,180,24,0,-1000,100,100,100
3510,3456,2,0,135,37,0.96,-1000,100,100,100
3176,3238,2,0,137,29,0,-1000,151,151,151
3382,3098,2,0,163,33,2.18,-1000,100,100,100
3340,2120,2,0,140,40,1.57,-1000,100,100,100
3340,2240,2,0,100,40,1.57,-1000,100,100,100
2130,1765,2,0,30,123.6068,4.71239,-1000,100,100,100
2021.6,1800.32,2,0,30,123.6068,5.34071,-1000,100,100,100
1954.1,1892.83,2,0,30,123.6068,5.969,-1000,100,100,100
1954.1,2007.14,2,0,30,123.6068,0.314159,-1000,100,100,100
1592.66,1549.85,2,0,160,20,0.96,-1000,100,100,100
1609.85,1647.34,2,0,160,20,2.53,-1000,100,100,100
1707.34,1630.15,2,0,160,20,0.96,-1000,100,100,100
1690.15,1532.66,2,0,160,20,2.53,-1000,100,100,100
2910,3150,2,0,180,35,1.57,-1000,151,151,151
2910,3330,2,0,180,35,1.57,-1000,151,151,151
2600,3500,2,0,170,25,1.8,-1000,100,100,100
2300,3535,2,0,190,30,0.4,-1000,151,151,151
2000,3600,2,0,185,27,1.34,-1000,100,100,100
1730,3170,2,0,195,33,1.77,-1000,100,100,100
3140,2785,2,0,158,18,1.64,-1000,151,151,151
2700,2500,2,0,120,30,6,-1000,100,100,100
3014,2178,2,0,175,22,1.14,-1000,100,100,100
1966,2498,2,0,190,25,1.6,-1000,151,151,151
867,3098,2,0,187,24,5.91,-1000,100,100,100
3054,1154,2,0,160,38,5.8,-1000,100,100,100
3324,1503,2,0,150,20,0.61,-1000,151,151,151
2301,3104,2,0,145,24,0.85,-1000,151,151,151
2021.26,2099.667,2,0,30,123.6068,0.94247,-1000,100,100,100
2130,2135,2,0,30,123.6068,1.5708,-1000,100,100,100
2238.74,2099.67,2,0,30,123.6068,2.1991,-1000,100,100,100
2305.945,2007.17,2,0,30,123.6068,2.82743,-1000,100,100,100
2305.945,1892.83,2,0,30,123.6068,3.45575,-1000,100,100,100
2238.74,1800.32,2,0,30,123.6068,4.08407,-1000,100,100,100
3270,390,2,0,160,35,1.570796327,-1000,100,100,100
1945,2850,2,0,190,40,1.570796327,-1000,151,151,151
3020,3600,2,0,130,25,1.8,-1000,151,151,151
2370,2670,2,0,180,15,1.570796327,-1000,151,151,151
2400,2751,2,0,120,18,0,-1000,151,151,151
2370,2520,2,0,120,30,1.570796327,-1000,100,100,100
2460,2469,2,0,200,18,0,-1000,151,151,151
2720,1950,2,0,200,30,0,-1000,100,100,100
2708,903,2,0,190,30,2.4,-1000,151,151,151
100,30,2,0,200,60,0,-1000,100,100,100
300,30,2,0,200,60,0,-1000,100,100,100
500,30,2,0,200,60,0,-1000,100,100,100
700,30,2,0,200,60,0,-1000,100,100,100
900,30,2,0,200,60,0,-1000,100,100,100
1100,30,2,0,200,60,0,-1000,100,100,100
1300,30,2,0,200,60,0,-1000,100,100,100
1500,30,2,0,200,60,0,-1000,100,100,100
1700,30,2,0,200,60,0,-1000,100,100,100
1900,30,2,0,200,60,0,-1000,100,100,100
2100,30,2,0,200,60,0,-1000,100,100,100
2300,30,2,0,200,60,0,-1000,100,100,100
2500,30,2,0,200,60,0,-1000,100,100,100
2700,30,2,0,200,60,0,-1000,100,100,100
2900,30,2,0,200,60,0,-1000,100,100,100
3100,30,2,0,200,60,0,-1000,100,100,100
3300,30,2,0,200,60,0,-1000,100,100,100
3500,30,2,0,200,60,0,-1000,100,100,100
3700,30,2,0,200,60,0,-1000,100,100,100
3820,30,2,0,40,60,0,-1000,100,100,100
100,3810,2,0,200,60,0,-1000,100,100,100
300,3810,2,0,200,60,0,-1000,100,100,100
500,3810,2,0,200,60,0,-1000,100,100,100
700,3810,2,0,200,60,0,-1000,100,100,100
900,3810,2,0,200,60,0,-1000,100,100,100
1100,3810,2,0,200,60,0,-1000,100,100,100
1300,3810,2,0,200,60,0,-1000,100,100,100
1500,3810,2,0,200,60,0,-1000,100,100,100
1700,3810,2,0,200,60,0,-1000,100,100,100
1900,3810,2,0,200,60,0,-1000,100,100,100
2100,3810,2,0,200,60,0,-1000,100,100,100
2300,3810,2,0,200,60,0,-1000,100,100,100
2500,3810,2,0,200,60,0,-1000,100,100,100
2700,3810,2,0,200,60,0,-1000,100,100,100
2900,3810,2,0,200,60,0,-1000,100,100,100
3100,3810,2,0,200,60,0,-1000,100,100,100
3300,3810,2,0,200,60,0,-1000,100,100,100
3500,3810,2,0,200,60,0,-1000,100,100,100
3700,3810,2,0,200,60,0,-1000,100,100,100
3820,3810,2,0,40,60,0,-1000,100,100,100
30,100,2,0,200,60,1.570796327,-1000,100,100,100
30,300,2,0,200,60,1.570796327,-1000,100,100,100
30,500,2,0,200,60,1.570796327,-1000,100,100,100
30,700,2,0,200,60,1.570796327,-1000,100,100,100
30,900,2,0,200,60,1.570796327,-1000,100,100,100
30,1100,2,0,200,60,1.570796327,-1000,100,100,100
30,1300,2,0,200,60,1.570796327,-1000,100,100,100
30,1500,2,0,200,60,1.570796327,-1000,100,100,100
30,1700,2,0,200,60,1.570796327,-1000,100,100,100
30,1900,2,0,200,60,1.570796327,-1000,100,100,100
30,2100,2,0,200,60,1.570796327,-1000,100,100,100
30,2300,2,0,200,60,1.570796327,-1000,100,100,100
30,2500,2,0,200,60,1.570796327,-1000,100,100,100
30,2700,2,0,200,60,1.570796327,-1000,100,100,100
30,2900,2,0,200,60,1.570796327,-1000,100,100,100
30,3100,2,0,200,60,1.570796327,-1000,100,100,100
30,3300,2,0,200,60,1.570796327,-1000,100,100,100
30,3500,2,0,200,60,1.570796327,-1000,100,100,100
30,3700,2,0,200,60,1.570796327,-1000,100,100,100
3810,100,2,0,200,60,1.570796327,-1000,100,100,100
3810,300,2,0,200,60,1.570796327,-1000,100,100,100
3810,500,2,0,200,60,1.570796327,-1000,100,100,100
3810,700,2,0,200,60,1.570796327,-1000,100,100,100
3810,900,2,0,200,60,1.570796327,-1000,100,100,100
3810,1100,2,0,200,60,1.570796327,-1000,100,100,100
3810,1300,2,0,200,60,1.570796327,-1000,100,100,100
3810,1500,2,0,200,60,1.570796327,-1000,100,100,100
3810,1700,2,0,200,60,1.570796327,-1000,100,100,100
3810,1900,2,0,200,60,1.570796327,-1000,100,100,100
3810,2100,2,0,200,60,1.570796327,-1000,100,100,100
3810,2300,2,0,200,60,1.570796327,-1000,100,100,100
3810,2500,2,0,200,60,1.570796327,-1000,100,100,100
3810,2700,2,0,200,60,1.570796327,-1000,100,100,100
3810,2900,2,0,200,60,1.570796327,-1000,100,100,100
3810,3100,2,0,200,60,1.570796327,-1000,100,100,100
3810,3300,2,0,200,60,1.570796327,-1000,100,100,100
3810,3500,2,0,200,60,1.570796327,-1000,100,100,100
3810,3700,2,0,200,60,1.570796327,-1000,100,100,100
